Country,ISO3 Code,Datetime (UTC),Datetime (Local),Power (MW)
United Kingdom,GBR,2024-01-02 17:30:00,2024-01-02 17:30:00,0
United Kingdom,GBR,2024-01-02 18:00:00,2024-01-02 18:00:00,0
United Kingdom,GBR,2024-01-02 18:30:00,2024-01-02 18:30:00,0
United Kingdom,GBR,2024-01-02 19:00:00,2024-01-02 19:00:00,0
United Kingdom,GBR,2024-01-02 19:30:00,2024-01-02 19:30:00,0
United Kingdom,GBR,2024-01-02 20:00:00,2024-01-02 20:00:00,0
United Kingdom,GBR,2024-01-02 20:30:00,2024-01-02 20:30:00,0
United Kingdom,GBR,2024-01-02 21:00:00,2024-01-02 21:00:00,0
United Kingdom,GBR,2024-01-02 21:30:00,2024-01-02 21:30:00,0
United Kingdom,GBR,2024-01-02 22:00:00,2024-01-02 22:00:00,0
United Kingdom,GBR,2024-01-02 22:30:00,2024-01-02 22:30:00,0
United Kingdom,GBR,2024-01-02 23:00:00,2024-01-02 23:00:00,0
United Kingdom,GBR,2024-01-02 23:30:00,2024-01-02 23:30:00,0
United Kingdom,GBR,2024-01-03 00:00:00,2024-01-03 00:00:00,0
United Kingdom,GBR,2024-01-03 00:30:00,2024-01-03 00:30:00,0
United Kingdom,GBR,2024-01-03 01:00:00,2024-01-03 01:00:00,0
United Kingdom,GBR,2024-01-03 01:30:00,2024-01-03 01:30:00,0
United Kingdom,GBR,2024-01-03 02:00:00,2024-01-03 02:00:00,0
United Kingdom,GBR,2024-01-03 02:30:00,2024-01-03 02:30:00,0
United Kingdom,GBR,2024-01-03 03:00:00,2024-01-03 03:00:00,0
United Kingdom,GBR,2024-01-03 03:30:00,2024-01-03 03:30:00,0
United Kingdom,GBR,2024-01-03 04:00:00,2024-01-03 04:00:00,0
United Kingdom,GBR,2024-01-03 04:30:00,2024-01-03 04:30:00,0
United Kingdom,GBR,2024-01-03 05:00:00,2024-01-03 05:00:00,0
United Kingdom,GBR,2024-01-03 05:30:00,2024-01-03 05:30:00,0
United Kingdom,GBR,2024-01-03 06:00:00,2024-01-03 06:00:00,0
United Kingdom,GBR,2024-01-03 06:30:00,2024-01-03 06:30:00,0
United Kingdom,GBR,2024-01-03 07:00:00,2024-01-03 07:00:00,0
United Kingdom,GBR,2024-01-03 07:30:00,2024-01-03 07:30:00,0
United Kingdom,GBR,2024-01-03 08:00:00,2024-01-03 08:00:00,0
United Kingdom,GBR,2024-01-03 08:30:00,2024-01-03 08:30:00,0.00021
United Kingdom,GBR,2024-01-03 09:00:00,2024-01-03 09:00:00,0.012145
United Kingdom,GBR,2024-01-03 09:30:00,2024-01-03 09:30:00,0.034675
United Kingdom,GBR,2024-01-03 10:00:00,2024-01-03 10:00:00,0.057784
United Kingdom,GBR,2024-01-03 10:30:00,2024-01-03 10:30:00,0.086058
United Kingdom,GBR,2024-01-03 11:00:00,2024-01-03 11:00:00,0.110265
United Kingdom,GBR,2024-01-03 11:30:00,2024-01-03 11:30:00,0.115068
United Kingdom,GBR,2024-01-03 12:00:00,2024-01-03 12:00:00,0.125906
United Kingdom,GBR,2024-01-03 12:30:00,2024-01-03 12:30:00,0.138679
United Kingdom,GBR,2024-01-03 13:00:00,2024-01-03 13:00:00,0.122619
United Kingdom,GBR,2024-01-03 13:30:00,2024-01-03 13:30:00,0.121524
United Kingdom,GBR,2024-01-03 14:00:00,2024-01-03 14:00:00,0.102049
United Kingdom,GBR,2024-01-03 14:30:00,2024-01-03 14:30:00,0.069371
United Kingdom,GBR,2024-01-03 15:00:00,2024-01-03 15:00:00,0.042571
United Kingdom,GBR,2024-01-03 15:30:00,2024-01-03 15:30:00,0.016588
United Kingdom,GBR,2024-01-03 16:00:00,2024-01-03 16:00:00,0.00262
United Kingdom,GBR,2024-01-03 16:30:00,2024-01-03 16:30:00,0
United Kingdom,GBR,2024-01-03 17:00:00,2024-01-03 17:00:00,0
United Kingdom,GBR,2024-01-03 17:30:00,2024-01-03 17:30:00,0
United Kingdom,GBR,2024-01-03 18:00:00,2024-01-03 18:00:00,0
United Kingdom,GBR,2024-01-03 18:30:00,2024-01-03 18:30:00,0
United Kingdom,GBR,2024-01-03 19:00:00,2024-01-03 19:00:00,0
United Kingdom,GBR,2024-01-03 19:30:00,2024-01-03 19:30:00,0
United Kingdom,GBR,2024-01-03 20:00:00,2024-01-03 20:00:00,0
United Kingdom,GBR,2024-01-03 20:30:00,2024-01-03 20:30:00,0
United Kingdom,GBR,2024-01-03 21:00:00,2024-01-03 21:00:00,0
United Kingdom,GBR,2024-01-03 21:30:00,2024-01-03 21:30:00,0
United Kingdom,GBR,2024-01-03 22:00:00,2024-01-03 22:00:00,0
United Kingdom,GBR,2024-01-03 22:30:00,2024-01-03 22:30:00,0
United Kingdom,GBR,2024-01-03 23:00:00,2024-01-03 23:00:00,0
United Kingdom,GBR,2024-01-03 23:30:00,2024-01-03 23:30:00,0
United Kingdom,GBR,2024-01-04 00:00:00,2024-01-04 00:00:00,0
United Kingdom,GBR,2024-01-04 00:30:00,2024-01-04 00:30:00,0
United Kingdom,GBR,2024-01-04 01:00:00,2024-01-04 01:00:00,0
United Kingdom,GBR,2024-01-04 01:30:00,2024-01-04 01:30:00,0
United Kingdom,GBR,2024-01-04 02:00:00,2024-01-04 02:00:00,0
United Kingdom,GBR,2024-01-04 02:30:00,2024-01-04 02:30:00,0
United Kingdom,GBR,2024-01-04 03:00:00,2024-01-04 03:00:00,0
United Kingdom,GBR,2024-01-04 03:30:00,2024-01-04 03:30:00,0
United Kingdom,GBR,2024-01-04 04:00:00,2024-01-04 04:00:00,0
United Kingdom,GBR,2024-01-04 04:30:00,2024-01-04 04:30:00,0
United Kingdom,GBR,2024-01-04 05:00:00,2024-01-04 05:00:00,0
United Kingdom,GBR,2024-01-04 05:30:00,2024-01-04 05:30:00,0
United Kingdom,GBR,2024-01-04 06:00:00,2024-01-04 06:00:00,0
United Kingdom,GBR,2024-01-04 06:30:00,2024-01-04 06:30:00,0
United Kingdom,GBR,2024-01-04 07:00:00,2024-01-04 07:00:00,0
United Kingdom,GBR,2024-01-04 07:30:00,2024-01-04 07:30:00,0
United Kingdom,GBR,2024-01-04 08:00:00,2024-01-04 08:00:00,0
United Kingdom,GBR,2024-01-04 08:30:00,2024-01-04 08:30:00,0.00024
United Kingdom,GBR,2024-01-04 09:00:00,2024-01-04 09:00:00,0.015055
United Kingdom,GBR,2024-01-04 09:30:00,2024-01-04 09:30:00,0.059131
United Kingdom,GBR,2024-01-04 10:00:00,2024-01-04 10:00:00,0.096162
United Kingdom,GBR,2024-01-04 10:30:00,2024-01-04 10:30:00,0.121864
United Kingdom,GBR,2024-01-04 11:00:00,2024-01-04 11:00:00,0.138885
United Kingdom,GBR,2024-01-04 11:30:00,2024-01-04 11:30:00,0.138372
United Kingdom,GBR,2024-01-04 12:00:00,2024-01-04 12:00:00,0.132418
United Kingdom,GBR,2024-01-04 12:30:00,2024-01-04 12:30:00,0.119463
United Kingdom,GBR,2024-01-04 13:00:00,2024-01-04 13:00:00,0.097224
United Kingdom,GBR,2024-01-04 13:30:00,2024-01-04 13:30:00,0.079679
United Kingdom,GBR,2024-01-04 14:00:00,2024-01-04 14:00:00,0.055388
United Kingdom,GBR,2024-01-04 14:30:00,2024-01-04 14:30:00,0.035316
United Kingdom,GBR,2024-01-04 15:00:00,2024-01-04 15:00:00,0.019728
United Kingdom,GBR,2024-01-04 15:30:00,2024-01-04 15:30:00,0.007872
United Kingdom,GBR,2024-01-04 16:00:00,2024-01-04 16:00:00,0.000848
United Kingdom,GBR,2024-01-04 16:30:00,2024-01-04 16:30:00,0
United Kingdom,GBR,2024-01-04 17:00:00,2024-01-04 17:00:00,0
United Kingdom,GBR,2024-01-04 17:30:00,2024-01-04 17:30:00,0
United Kingdom,GBR,2024-01-04 18:00:00,2024-01-04 18:00:00,0
United Kingdom,GBR,2024-01-04 18:30:00,2024-01-04 18:30:00,0
United Kingdom,GBR,2024-01-04 19:00:00,2024-01-04 19:00:00,0
United Kingdom,GBR,2024-01-04 19:30:00,2024-01-04 19:30:00,0
United Kingdom,GBR,2024-01-04 20:00:00,2024-01-04 20:00:00,0
United Kingdom,GBR,2024-01-04 20:30:00,2024-01-04 20:30:00,0
United Kingdom,GBR,2024-01-04 21:00:00,2024-01-04 21:00:00,0
United Kingdom,GBR,2024-01-04 21:30:00,2024-01-04 21:30:00,0
United Kingdom,GBR,2024-01-04 22:00:00,2024-01-04 22:00:00,0
United Kingdom,GBR,2024-01-04 22:30:00,2024-01-04 22:30:00,0
United Kingdom,GBR,2024-01-04 23:00:00,2024-01-04 23:00:00,0
United Kingdom,GBR,2024-01-04 23:30:00,2024-01-04 23:30:00,0
United Kingdom,GBR,2024-01-05 00:00:00,2024-01-05 00:00:00,0
United Kingdom,GBR,2024-01-05 00:30:00,2024-01-05 00:30:00,0
United Kingdom,GBR,2024-01-05 01:00:00,2024-01-05 01:00:00,0
United Kingdom,GBR,2024-01-05 01:30:00,2024-01-05 01:30:00,0
United Kingdom,GBR,2024-01-05 02:00:00,2024-01-05 02:00:00,0
United Kingdom,GBR,2024-01-05 02:30:00,2024-01-05 02:30:00,0
United Kingdom,GBR,2024-01-05 03:00:00,2024-01-05 03:00:00,0
United Kingdom,GBR,2024-01-05 03:30:00,2024-01-05 03:30:00,0
United Kingdom,GBR,2024-01-05 04:00:00,2024-01-05 04:00:00,0
United Kingdom,GBR,2024-01-05 04:30:00,2024-01-05 04:30:00,0
United Kingdom,GBR,2024-01-05 05:00:00,2024-01-05 05:00:00,0
United Kingdom,GBR,2024-01-05 05:30:00,2024-01-05 05:30:00,0
United Kingdom,GBR,2024-01-05 06:00:00,2024-01-05 06:00:00,0
United Kingdom,GBR,2024-01-05 06:30:00,2024-01-05 06:30:00,0
United Kingdom,GBR,2024-01-05 07:00:00,2024-01-05 07:00:00,0
United Kingdom,GBR,2024-01-05 07:30:00,2024-01-05 07:30:00,0
United Kingdom,GBR,2024-01-05 08:00:00,2024-01-05 08:00:00,0
United Kingdom,GBR,2024-01-05 08:30:00,2024-01-05 08:30:00,0.000028
United Kingdom,GBR,2024-01-05 09:00:00,2024-01-05 09:00:00,0.004999
United Kingdom,GBR,2024-01-05 09:30:00,2024-01-05 09:30:00,0.022163
United Kingdom,GBR,2024-01-05 10:00:00,2024-01-05 10:00:00,0.042906
United Kingdom,GBR,2024-01-05 10:30:00,2024-01-05 10:30:00,0.065403
United Kingdom,GBR,2024-01-05 11:00:00,2024-01-05 11:00:00,0.08856
United Kingdom,GBR,2024-01-05 11:30:00,2024-01-05 11:30:00,0.117316
United Kingdom,GBR,2024-01-05 12:00:00,2024-01-05 12:00:00,0.135873
United Kingdom,GBR,2024-01-05 12:30:00,2024-01-05 12:30:00,0.143775
United Kingdom,GBR,2024-01-05 13:00:00,2024-01-05 13:00:00,0.132987
United Kingdom,GBR,2024-01-05 13:30:00,2024-01-05 13:30:00,0.117939
United Kingdom,GBR,2024-01-05 14:00:00,2024-01-05 14:00:00,0.099019
United Kingdom,GBR,2024-01-05 14:30:00,2024-01-05 14:30:00,0.070082
United Kingdom,GBR,2024-01-05 15:00:00,2024-01-05 15:00:00,0.039514
United Kingdom,GBR,2024-01-05 15:30:00,2024-01-05 15:30:00,0.017243
United Kingdom,GBR,2024-01-05 16:00:00,2024-01-05 16:00:00,0.003359
United Kingdom,GBR,2024-01-05 16:30:00,2024-01-05 16:30:00,0
United Kingdom,GBR,2024-01-05 17:00:00,2024-01-05 17:00:00,0
United Kingdom,GBR,2024-01-05 17:30:00,2024-01-05 17:30:00,0
United Kingdom,GBR,2024-01-05 18:00:00,2024-01-05 18:00:00,0
United Kingdom,GBR,2024-01-05 18:30:00,2024-01-05 18:30:00,0
United Kingdom,GBR,2024-01-05 19:00:00,2024-01-05 19:00:00,0
United Kingdom,GBR,2024-01-05 19:30:00,2024-01-05 19:30:00,0
United Kingdom,GBR,2024-01-05 20:00:00,2024-01-05 20:00:00,0
United Kingdom,GBR,2024-01-05 20:30:00,2024-01-05 20:30:00,0
United Kingdom,GBR,2024-01-05 21:00:00,2024-01-05 21:00:00,0
United Kingdom,GBR,2024-01-05 21:30:00,2024-01-05 21:30:00,0
United Kingdom,GBR,2024-01-05 22:00:00,2024-01-05 22:00:00,0
United Kingdom,GBR,2024-01-05 22:30:00,2024-01-05 22:30:00,0
United Kingdom,GBR,2024-01-05 23:00:00,2024-01-05 23:00:00,0
United Kingdom,GBR,2024-01-05 23:30:00,2024-01-05 23:30:00,0
United Kingdom,GBR,2024-01-06 00:00:00,2024-01-06 00:00:00,0
United Kingdom,GBR,2024-01-06 00:30:00,2024-01-06 00:30:00,0
United Kingdom,GBR,2024-01-06 01:00:00,2024-01-06 01:00:00,0
United Kingdom,GBR,2024-01-06 01:30:00,2024-01-06 01:30:00,0
United Kingdom,GBR,2024-01-06 02:00:00,2024-01-06 02:00:00,0
United Kingdom,GBR,2024-01-06 02:30:00,2024-01-06 02:30:00,0
United Kingdom,GBR,2024-01-06 03:00:00,2024-01-06 03:00:00,0
United Kingdom,GBR,2024-01-06 03:30:00,2024-01-06 03:30:00,0
United Kingdom,GBR,2024-01-06 04:00:00,2024-01-06 04:00:00,0
United Kingdom,GBR,2024-01-06 04:30:00,2024-01-06 04:30:00,0
United Kingdom,GBR,2024-01-06 05:00:00,2024-01-06 05:00:00,0
United Kingdom,GBR,2024-01-06 05:30:00,2024-01-06 05:30:00,0
United Kingdom,GBR,2024-01-06 06:00:00,2024-01-06 06:00:00,0
United Kingdom,GBR,2024-01-06 06:30:00,2024-01-06 06:30:00,0
United Kingdom,GBR,2024-01-06 07:00:00,2024-01-06 07:00:00,0
United Kingdom,GBR,2024-01-06 07:30:00,2024-01-06 07:30:00,0
United Kingdom,GBR,2024-01-06 08:00:00,2024-01-06 08:00:00,0
United Kingdom,GBR,2024-01-06 08:30:00,2024-01-06 08:30:00,0.000106
United Kingdom,GBR,2024-01-06 09:00:00,2024-01-06 09:00:00,0.010148
United Kingdom,GBR,2024-01-06 09:30:00,2024-01-06 09:30:00,0.052362
United Kingdom,GBR,2024-01-06 10:00:00,2024-01-06 10:00:00,0.110215
United Kingdom,GBR,2024-01-06 10:30:00,2024-01-06 10:30:00,0.172519
United Kingdom,GBR,2024-01-06 11:00:00,2024-01-06 11:00:00,0.214069
United Kingdom,GBR,2024-01-06 11:30:00,2024-01-06 11:30:00,0.228209
United Kingdom,GBR,2024-01-06 12:00:00,2024-01-06 12:00:00,0.247577
United Kingdom,GBR,2024-01-06 12:30:00,2024-01-06 12:30:00,0.241478
United Kingdom,GBR,2024-01-06 13:00:00,2024-01-06 13:00:00,0.228215
United Kingdom,GBR,2024-01-06 13:30:00,2024-01-06 13:30:00,0.201558
United Kingdom,GBR,2024-01-06 14:00:00,2024-01-06 14:00:00,0.154788
United Kingdom,GBR,2024-01-06 14:30:00,2024-01-06 14:30:00,0.126903
United Kingdom,GBR,2024-01-06 15:00:00,2024-01-06 15:00:00,0.090492
United Kingdom,GBR,2024-01-06 15:30:00,2024-01-06 15:30:00,0.039515
United Kingdom,GBR,2024-01-06 16:00:00,2024-01-06 16:00:00,0.006688
United Kingdom,GBR,2024-01-06 16:30:00,2024-01-06 16:30:00,0.000001
United Kingdom,GBR,2024-01-06 17:00:00,2024-01-06 17:00:00,0
United Kingdom,GBR,2024-01-06 17:30:00,2024-01-06 17:30:00,0
United Kingdom,GBR,2024-01-06 18:00:00,2024-01-06 18:00:00,0
United Kingdom,GBR,2024-01-06 18:30:00,2024-01-06 18:30:00,0
United Kingdom,GBR,2024-01-06 19:00:00,2024-01-06 19:00:00,0
United Kingdom,GBR,2024-01-06 19:30:00,2024-01-06 19:30:00,0
United Kingdom,GBR,2024-01-06 20:00:00,2024-01-06 20:00:00,0
United Kingdom,GBR,2024-01-06 20:30:00,2024-01-06 20:30:00,0
United Kingdom,GBR,2024-01-06 21:00:00,2024-01-06 21:00:00,0
United Kingdom,GBR,2024-01-06 21:30:00,2024-01-06 21:30:00,0
United Kingdom,GBR,2024-01-06 22:00:00,2024-01-06 22:00:00,0
United Kingdom,GBR,2024-01-06 22:30:00,2024-01-06 22:30:00,0
United Kingdom,GBR,2024-01-06 23:00:00,2024-01-06 23:00:00,0
United Kingdom,GBR,2024-01-06 23:30:00,2024-01-06 23:30:00,0
United Kingdom,GBR,2024-01-07 00:00:00,2024-01-07 00:00:00,0
United Kingdom,GBR,2024-01-07 00:30:00,2024-01-07 00:30:00,0
United Kingdom,GBR,2024-01-07 01:00:00,2024-01-07 01:00:00,0
United Kingdom,GBR,2024-01-07 01:30:00,2024-01-07 01:30:00,0
United Kingdom,GBR,2024-01-07 02:00:00,2024-01-07 02:00:00,0
United Kingdom,GBR,2024-01-07 02:30:00,2024-01-07 02:30:00,0
United Kingdom,GBR,2024-01-07 03:00:00,2024-01-07 03:00:00,0
United Kingdom,GBR,2024-01-07 03:30:00,2024-01-07 03:30:00,0
United Kingdom,GBR,2024-01-07 04:00:00,2024-01-07 04:00:00,0
United Kingdom,GBR,2024-01-07 04:30:00,2024-01-07 04:30:00,0
United Kingdom,GBR,2024-01-07 05:00:00,2024-01-07 05:00:00,0
United Kingdom,GBR,2024-01-07 05:30:00,2024-01-07 05:30:00,0
United Kingdom,GBR,2024-01-07 06:00:00,2024-01-07 06:00:00,0
United Kingdom,GBR,2024-01-07 06:30:00,2024-01-07 06:30:00,0
United Kingdom,GBR,2024-01-07 07:00:00,2024-01-07 07:00:00,0
United Kingdom,GBR,2024-01-07 07:30:00,2024-01-07 07:30:00,0
United Kingdom,GBR,2024-01-07 08:00:00,2024-01-07 08:00:00,0
United Kingdom,GBR,2024-01-07 08:30:00,2024-01-07 08:30:00,0.000106
United Kingdom,GBR,2024-01-07 09:00:00,2024-01-07 09:00:00,0.008102
United Kingdom,GBR,2024-01-07 09:30:00,2024-01-07 09:30:00,0.0458
United Kingdom,GBR,2024-01-07 10:00:00,2024-01-07 10:00:00,0.089024
United Kingdom,GBR,2024-01-07 10:30:00,2024-01-07 10:30:00,0.138612
United Kingdom,GBR,2024-01-07 11:00:00,2024-01-07 11:00:00,0.164874
United Kingdom,GBR,2024-01-07 11:30:00,2024-01-07 11:30:00,0.194548
United Kingdom,GBR,2024-01-07 12:00:00,2024-01-07 12:00:00,0.202044
United Kingdom,GBR,2024-01-07 12:30:00,2024-01-07 12:30:00,0.202867
United Kingdom,GBR,2024-01-07 13:00:00,2024-01-07 13:00:00,0.178769
United Kingdom,GBR,2024-01-07 13:30:00,2024-01-07 13:30:00,0.149919
United Kingdom,GBR,2024-01-07 14:00:00,2024-01-07 14:00:00,0.124963
United Kingdom,GBR,2024-01-07 14:30:00,2024-01-07 14:30:00,0.097213
United Kingdom,GBR,2024-01-07 15:00:00,2024-01-07 15:00:00,0.068424
United Kingdom,GBR,2024-01-07 15:30:00,2024-01-07 15:30:00,0.02654
United Kingdom,GBR,2024-01-07 16:00:00,2024-01-07 16:00:00,0.004992
United Kingdom,GBR,2024-01-07 16:30:00,2024-01-07 16:30:00,0.000003
United Kingdom,GBR,2024-01-07 17:00:00,2024-01-07 17:00:00,0
United Kingdom,GBR,2024-01-07 17:30:00,2024-01-07 17:30:00,0
United Kingdom,GBR,2024-01-07 18:00:00,2024-01-07 18:00:00,0
United Kingdom,GBR,2024-01-07 18:30:00,2024-01-07 18:30:00,0
United Kingdom,GBR,2024-01-07 19:00:00,2024-01-07 19:00:00,0
United Kingdom,GBR,2024-01-07 19:30:00,2024-01-07 19:30:00,0
United Kingdom,GBR,2024-01-07 20:00:00,2024-01-07 20:00:00,0
United Kingdom,GBR,2024-01-07 20:30:00,2024-01-07 20:30:00,0
United Kingdom,GBR,2024-01-07 21:00:00,2024-01-07 21:00:00,0
United Kingdom,GBR,2024-01-07 21:30:00,2024-01-07 21:30:00,0
United Kingdom,GBR,2024-01-07 22:00:00,2024-01-07 22:00:00,0
United Kingdom,GBR,2024-01-07 22:30:00,2024-01-07 22:30:00,0
United Kingdom,GBR,2024-01-07 23:00:00,2024-01-07 23:00:00,0
United Kingdom,GBR,2024-01-07 23:30:00,2024-01-07 23:30:00,0
United Kingdom,GBR,2024-01-08 00:00:00,2024-01-08 00:00:00,0
United Kingdom,GBR,2024-01-08 00:30:00,2024-01-08 00:30:00,0
United Kingdom,GBR,2024-01-08 01:00:00,2024-01-08 01:00:00,0
United Kingdom,GBR,2024-01-08 01:30:00,2024-01-08 01:30:00,0
United Kingdom,GBR,2024-01-08 02:00:00,2024-01-08 02:00:00,0
United Kingdom,GBR,2024-01-08 02:30:00,2024-01-08 02:30:00,0
United Kingdom,GBR,2024-01-08 03:00:00,2024-01-08 03:00:00,0
United Kingdom,GBR,2024-01-08 03:30:00,2024-01-08 03:30:00,0
United Kingdom,GBR,2024-01-08 04:00:00,2024-01-08 04:00:00,0
United Kingdom,GBR,2024-01-08 04:30:00,2024-01-08 04:30:00,0
United Kingdom,GBR,2024-01-08 05:00:00,2024-01-08 05:00:00,0
United Kingdom,GBR,2024-01-08 05:30:00,2024-01-08 05:30:00,0
