Country,ISO3 Code,Datetime (UTC),Datetime (Local),Power (MW)
United Kingdom,GBR,2024-01-02 17:30:00,2024-01-02 17:30:00,0
United Kingdom,GBR,2024-01-02 18:00:00,2024-01-02 18:00:00,0
United Kingdom,GBR,2024-01-02 18:30:00,2024-01-02 18:30:00,0
United Kingdom,GBR,2024-01-02 19:00:00,2024-01-02 19:00:00,0
United Kingdom,GBR,2024-01-02 19:30:00,2024-01-02 19:30:00,0
United Kingdom,GBR,2024-01-02 20:00:00,2024-01-02 20:00:00,0
United Kingdom,GBR,2024-01-02 20:30:00,2024-01-02 20:30:00,0
United Kingdom,GBR,2024-01-02 21:00:00,2024-01-02 21:00:00,0
United Kingdom,GBR,2024-01-02 21:30:00,2024-01-02 21:30:00,0
United Kingdom,GBR,2024-01-02 22:00:00,2024-01-02 22:00:00,0
United Kingdom,GBR,2024-01-02 22:30:00,2024-01-02 22:30:00,0
United Kingdom,GBR,2024-01-02 23:00:00,2024-01-02 23:00:00,0
United Kingdom,GBR,2024-01-02 23:30:00,2024-01-02 23:30:00,0
United Kingdom,GBR,2024-01-03 00:00:00,2024-01-03 00:00:00,0
United Kingdom,GBR,2024-01-03 00:30:00,2024-01-03 00:30:00,0
United Kingdom,GBR,2024-01-03 01:00:00,2024-01-03 01:00:00,0
United Kingdom,GBR,2024-01-03 01:30:00,2024-01-03 01:30:00,0
United Kingdom,GBR,2024-01-03 02:00:00,2024-01-03 02:00:00,0
United Kingdom,GBR,2024-01-03 02:30:00,2024-01-03 02:30:00,0
United Kingdom,GBR,2024-01-03 03:00:00,2024-01-03 03:00:00,0
United Kingdom,GBR,2024-01-03 03:30:00,2024-01-03 03:30:00,0
United Kingdom,GBR,2024-01-03 04:00:00,2024-01-03 04:00:00,0
United Kingdom,GBR,2024-01-03 04:30:00,2024-01-03 04:30:00,0
United Kingdom,GBR,2024-01-03 05:00:00,2024-01-03 05:00:00,0
United Kingdom,GBR,2024-01-03 05:30:00,2024-01-03 05:30:00,0
United Kingdom,GBR,2024-01-03 06:00:00,2024-01-03 06:00:00,0
United Kingdom,GBR,2024-01-03 06:30:00,2024-01-03 06:30:00,0
United Kingdom,GBR,2024-01-03 07:00:00,2024-01-03 07:00:00,0
United Kingdom,GBR,2024-01-03 07:30:00,2024-01-03 07:30:00,0
United Kingdom,GBR,2024-01-03 08:00:00,2024-01-03 08:00:00,0
United Kingdom,GBR,2024-01-03 08:30:00,2024-01-03 08:30:00,0.00042
United Kingdom,GBR,2024-01-03 09:00:00,2024-01-03 09:00:00,0.024289
United Kingdom,GBR,2024-01-03 09:30:00,2024-01-03 09:30:00,0.06935
United Kingdom,GBR,2024-01-03 10:00:00,2024-01-03 10:00:00,0.115569
United Kingdom,GBR,2024-01-03 10:30:00,2024-01-03 10:30:00,0.172117
United Kingdom,GBR,2024-01-03 11:00:00,2024-01-03 11:00:00,0.220529
United Kingdom,GBR,2024-01-03 11:30:00,2024-01-03 11:30:00,0.230136
United Kingdom,GBR,2024-01-03 12:00:00,2024-01-03 12:00:00,0.251813
United Kingdom,GBR,2024-01-03 12:30:00,2024-01-03 12:30:00,0.277359
United Kingdom,GBR,2024-01-03 13:00:00,2024-01-03 13:00:00,0.245237
United Kingdom,GBR,2024-01-03 13:30:00,2024-01-03 13:30:00,0.243049
United Kingdom,GBR,2024-01-03 14:00:00,2024-01-03 14:00:00,0.204097
United Kingdom,GBR,2024-01-03 14:30:00,2024-01-03 14:30:00,0.138742
United Kingdom,GBR,2024-01-03 15:00:00,2024-01-03 15:00:00,0.085142
United Kingdom,GBR,2024-01-03 15:30:00,2024-01-03 15:30:00,0.033176
United Kingdom,GBR,2024-01-03 16:00:00,2024-01-03 16:00:00,0.00524
United Kingdom,GBR,2024-01-03 16:30:00,2024-01-03 16:30:00,0
United Kingdom,GBR,2024-01-03 17:00:00,2024-01-03 17:00:00,0
United Kingdom,GBR,2024-01-03 17:30:00,2024-01-03 17:30:00,0
United Kingdom,GBR,2024-01-03 18:00:00,2024-01-03 18:00:00,0
United Kingdom,GBR,2024-01-03 18:30:00,2024-01-03 18:30:00,0
United Kingdom,GBR,2024-01-03 19:00:00,2024-01-03 19:00:00,0
United Kingdom,GBR,2024-01-03 19:30:00,2024-01-03 19:30:00,0
United Kingdom,GBR,2024-01-03 20:00:00,2024-01-03 20:00:00,0
United Kingdom,GBR,2024-01-03 20:30:00,2024-01-03 20:30:00,0
United Kingdom,GBR,2024-01-03 21:00:00,2024-01-03 21:00:00,0
United Kingdom,GBR,2024-01-03 21:30:00,2024-01-03 21:30:00,0
United Kingdom,GBR,2024-01-03 22:00:00,2024-01-03 22:00:00,0
United Kingdom,GBR,2024-01-03 22:30:00,2024-01-03 22:30:00,0
United Kingdom,GBR,2024-01-03 23:00:00,2024-01-03 23:00:00,0
United Kingdom,GBR,2024-01-03 23:30:00,2024-01-03 23:30:00,0
United Kingdom,GBR,2024-01-04 00:00:00,2024-01-04 00:00:00,0
United Kingdom,GBR,2024-01-04 00:30:00,2024-01-04 00:30:00,0
United Kingdom,GBR,2024-01-04 01:00:00,2024-01-04 01:00:00,0
United Kingdom,GBR,2024-01-04 01:30:00,2024-01-04 01:30:00,0
United Kingdom,GBR,2024-01-04 02:00:00,2024-01-04 02:00:00,0
United Kingdom,GBR,2024-01-04 02:30:00,2024-01-04 02:30:00,0
United Kingdom,GBR,2024-01-04 03:00:00,2024-01-04 03:00:00,0
United Kingdom,GBR,2024-01-04 03:30:00,2024-01-04 03:30:00,0
United Kingdom,GBR,2024-01-04 04:00:00,2024-01-04 04:00:00,0
United Kingdom,GBR,2024-01-04 04:30:00,2024-01-04 04:30:00,0
United Kingdom,GBR,2024-01-04 05:00:00,2024-01-04 05:00:00,0
United Kingdom,GBR,2024-01-04 05:30:00,2024-01-04 05:30:00,0
United Kingdom,GBR,2024-01-04 06:00:00,2024-01-04 06:00:00,0
United Kingdom,GBR,2024-01-04 06:30:00,2024-01-04 06:30:00,0
United Kingdom,GBR,2024-01-04 07:00:00,2024-01-04 07:00:00,0
United Kingdom,GBR,2024-01-04 07:30:00,2024-01-04 07:30:00,0
United Kingdom,GBR,2024-01-04 08:00:00,2024-01-04 08:00:00,0
United Kingdom,GBR,2024-01-04 08:30:00,2024-01-04 08:30:00,0.000481
United Kingdom,GBR,2024-01-04 09:00:00,2024-01-04 09:00:00,0.030109
United Kingdom,GBR,2024-01-04 09:30:00,2024-01-04 09:30:00,0.118262
United Kingdom,GBR,2024-01-04 10:00:00,2024-01-04 10:00:00,0.192323
United Kingdom,GBR,2024-01-04 10:30:00,2024-01-04 10:30:00,0.243728
United Kingdom,GBR,2024-01-04 11:00:00,2024-01-04 11:00:00,0.277771
United Kingdom,GBR,2024-01-04 11:30:00,2024-01-04 11:30:00,0.276744
United Kingdom,GBR,2024-01-04 12:00:00,2024-01-04 12:00:00,0.264836
United Kingdom,GBR,2024-01-04 12:30:00,2024-01-04 12:30:00,0.238927
United Kingdom,GBR,2024-01-04 13:00:00,2024-01-04 13:00:00,0.194449
United Kingdom,GBR,2024-01-04 13:30:00,2024-01-04 13:30:00,0.159359
United Kingdom,GBR,2024-01-04 14:00:00,2024-01-04 14:00:00,0.110776
United Kingdom,GBR,2024-01-04 14:30:00,2024-01-04 14:30:00,0.070633
United Kingdom,GBR,2024-01-04 15:00:00,2024-01-04 15:00:00,0.039456
United Kingdom,GBR,2024-01-04 15:30:00,2024-01-04 15:30:00,0.015743
United Kingdom,GBR,2024-01-04 16:00:00,2024-01-04 16:00:00,0.001697
United Kingdom,GBR,2024-01-04 16:30:00,2024-01-04 16:30:00,0
United Kingdom,GBR,2024-01-04 17:00:00,2024-01-04 17:00:00,0
United Kingdom,GBR,2024-01-04 17:30:00,2024-01-04 17:30:00,0
United Kingdom,GBR,2024-01-04 18:00:00,2024-01-04 18:00:00,0
United Kingdom,GBR,2024-01-04 18:30:00,2024-01-04 18:30:00,0
United Kingdom,GBR,2024-01-04 19:00:00,2024-01-04 19:00:00,0
United Kingdom,GBR,2024-01-04 19:30:00,2024-01-04 19:30:00,0
United Kingdom,GBR,2024-01-04 20:00:00,2024-01-04 20:00:00,0
United Kingdom,GBR,2024-01-04 20:30:00,2024-01-04 20:30:00,0
United Kingdom,GBR,2024-01-04 21:00:00,2024-01-04 21:00:00,0
United Kingdom,GBR,2024-01-04 21:30:00,2024-01-04 21:30:00,0
United Kingdom,GBR,2024-01-04 22:00:00,2024-01-04 22:00:00,0
United Kingdom,GBR,2024-01-04 22:30:00,2024-01-04 22:30:00,0
United Kingdom,GBR,2024-01-04 23:00:00,2024-01-04 23:00:00,0
United Kingdom,GBR,2024-01-04 23:30:00,2024-01-04 23:30:00,0
United Kingdom,GBR,2024-01-05 00:00:00,2024-01-05 00:00:00,0
United Kingdom,GBR,2024-01-05 00:30:00,2024-01-05 00:30:00,0
United Kingdom,GBR,2024-01-05 01:00:00,2024-01-05 01:00:00,0
United Kingdom,GBR,2024-01-05 01:30:00,2024-01-05 01:30:00,0
United Kingdom,GBR,2024-01-05 02:00:00,2024-01-05 02:00:00,0
United Kingdom,GBR,2024-01-05 02:30:00,2024-01-05 02:30:00,0
United Kingdom,GBR,2024-01-05 03:00:00,2024-01-05 03:00:00,0
United Kingdom,GBR,2024-01-05 03:30:00,2024-01-05 03:30:00,0
United Kingdom,GBR,2024-01-05 04:00:00,2024-01-05 04:00:00,0
United Kingdom,GBR,2024-01-05 04:30:00,2024-01-05 04:30:00,0
United Kingdom,GBR,2024-01-05 05:00:00,2024-01-05 05:00:00,0
United Kingdom,GBR,2024-01-05 05:30:00,2024-01-05 05:30:00,0
United Kingdom,GBR,2024-01-05 06:00:00,2024-01-05 06:00:00,0
United Kingdom,GBR,2024-01-05 06:30:00,2024-01-05 06:30:00,0
United Kingdom,GBR,2024-01-05 07:00:00,2024-01-05 07:00:00,0
United Kingdom,GBR,2024-01-05 07:30:00,2024-01-05 07:30:00,0
United Kingdom,GBR,2024-01-05 08:00:00,2024-01-05 08:00:00,0
United Kingdom,GBR,2024-01-05 08:30:00,2024-01-05 08:30:00,0.000056
United Kingdom,GBR,2024-01-05 09:00:00,2024-01-05 09:00:00,0.009999
United Kingdom,GBR,2024-01-05 09:30:00,2024-01-05 09:30:00,0.044326
United Kingdom,GBR,2024-01-05 10:00:00,2024-01-05 10:00:00,0.085812
United Kingdom,GBR,2024-01-05 10:30:00,2024-01-05 10:30:00,0.130805
United Kingdom,GBR,2024-01-05 11:00:00,2024-01-05 11:00:00,0.177121
United Kingdom,GBR,2024-01-05 11:30:00,2024-01-05 11:30:00,0.234632
United Kingdom,GBR,2024-01-05 12:00:00,2024-01-05 12:00:00,0.271746
United Kingdom,GBR,2024-01-05 12:30:00,2024-01-05 12:30:00,0.28755
United Kingdom,GBR,2024-01-05 13:00:00,2024-01-05 13:00:00,0.265973
United Kingdom,GBR,2024-01-05 13:30:00,2024-01-05 13:30:00,0.235878
United Kingdom,GBR,2024-01-05 14:00:00,2024-01-05 14:00:00,0.198037
United Kingdom,GBR,2024-01-05 14:30:00,2024-01-05 14:30:00,0.140164
United Kingdom,GBR,2024-01-05 15:00:00,2024-01-05 15:00:00,0.079028
United Kingdom,GBR,2024-01-05 15:30:00,2024-01-05 15:30:00,0.034486
United Kingdom,GBR,2024-01-05 16:00:00,2024-01-05 16:00:00,0.006718
United Kingdom,GBR,2024-01-05 16:30:00,2024-01-05 16:30:00,0
United Kingdom,GBR,2024-01-05 17:00:00,2024-01-05 17:00:00,0
United Kingdom,GBR,2024-01-05 17:30:00,2024-01-05 17:30:00,0
United Kingdom,GBR,2024-01-05 18:00:00,2024-01-05 18:00:00,0
United Kingdom,GBR,2024-01-05 18:30:00,2024-01-05 18:30:00,0
United Kingdom,GBR,2024-01-05 19:00:00,2024-01-05 19:00:00,0
United Kingdom,GBR,2024-01-05 19:30:00,2024-01-05 19:30:00,0
United Kingdom,GBR,2024-01-05 20:00:00,2024-01-05 20:00:00,0
United Kingdom,GBR,2024-01-05 20:30:00,2024-01-05 20:30:00,0
United Kingdom,GBR,2024-01-05 21:00:00,2024-01-05 21:00:00,0
United Kingdom,GBR,2024-01-05 21:30:00,2024-01-05 21:30:00,0
United Kingdom,GBR,2024-01-05 22:00:00,2024-01-05 22:00:00,0
United Kingdom,GBR,2024-01-05 22:30:00,2024-01-05 22:30:00,0
United Kingdom,GBR,2024-01-05 23:00:00,2024-01-05 23:00:00,0
United Kingdom,GBR,2024-01-05 23:30:00,2024-01-05 23:30:00,0
United Kingdom,GBR,2024-01-06 00:00:00,2024-01-06 00:00:00,0
United Kingdom,GBR,2024-01-06 00:30:00,2024-01-06 00:30:00,0
United Kingdom,GBR,2024-01-06 01:00:00,2024-01-06 01:00:00,0
United Kingdom,GBR,2024-01-06 01:30:00,2024-01-06 01:30:00,0
United Kingdom,GBR,2024-01-06 02:00:00,2024-01-06 02:00:00,0
United Kingdom,GBR,2024-01-06 02:30:00,2024-01-06 02:30:00,0
United Kingdom,GBR,2024-01-06 03:00:00,2024-01-06 03:00:00,0
United Kingdom,GBR,2024-01-06 03:30:00,2024-01-06 03:30:00,0
United Kingdom,GBR,2024-01-06 04:00:00,2024-01-06 04:00:00,0
United Kingdom,GBR,2024-01-06 04:30:00,2024-01-06 04:30:00,0
United Kingdom,GBR,2024-01-06 05:00:00,2024-01-06 05:00:00,0
United Kingdom,GBR,2024-01-06 05:30:00,2024-01-06 05:30:00,0
United Kingdom,GBR,2024-01-06 06:00:00,2024-01-06 06:00:00,0
United Kingdom,GBR,2024-01-06 06:30:00,2024-01-06 06:30:00,0
United Kingdom,GBR,2024-01-06 07:00:00,2024-01-06 07:00:00,0
United Kingdom,GBR,2024-01-06 07:30:00,2024-01-06 07:30:00,0
United Kingdom,GBR,2024-01-06 08:00:00,2024-01-06 08:00:00,0
United Kingdom,GBR,2024-01-06 08:30:00,2024-01-06 08:30:00,0.000212
United Kingdom,GBR,2024-01-06 09:00:00,2024-01-06 09:00:00,0.020295
United Kingdom,GBR,2024-01-06 09:30:00,2024-01-06 09:30:00,0.104724
United Kingdom,GBR,2024-01-06 10:00:00,2024-01-06 10:00:00,0.220431
United Kingdom,GBR,2024-01-06 10:30:00,2024-01-06 10:30:00,0.345038
United Kingdom,GBR,2024-01-06 11:00:00,2024-01-06 11:00:00,0.428137
United Kingdom,GBR,2024-01-06 11:30:00,2024-01-06 11:30:00,0.456418
United Kingdom,GBR,2024-01-06 12:00:00,2024-01-06 12:00:00,0.495154
United Kingdom,GBR,2024-01-06 12:30:00,2024-01-06 12:30:00,0.482956
United Kingdom,GBR,2024-01-06 13:00:00,2024-01-06 13:00:00,0.456431
United Kingdom,GBR,2024-01-06 13:30:00,2024-01-06 13:30:00,0.403115
United Kingdom,GBR,2024-01-06 14:00:00,2024-01-06 14:00:00,0.309577
United Kingdom,GBR,2024-01-06 14:30:00,2024-01-06 14:30:00,0.253805
United Kingdom,GBR,2024-01-06 15:00:00,2024-01-06 15:00:00,0.180985
United Kingdom,GBR,2024-01-06 15:30:00,2024-01-06 15:30:00,0.07903
United Kingdom,GBR,2024-01-06 16:00:00,2024-01-06 16:00:00,0.013377
United Kingdom,GBR,2024-01-06 16:30:00,2024-01-06 16:30:00,0.000001
United Kingdom,GBR,2024-01-06 17:00:00,2024-01-06 17:00:00,0
United Kingdom,GBR,2024-01-06 17:30:00,2024-01-06 17:30:00,0
United Kingdom,GBR,2024-01-06 18:00:00,2024-01-06 18:00:00,0
United Kingdom,GBR,2024-01-06 18:30:00,2024-01-06 18:30:00,0
United Kingdom,GBR,2024-01-06 19:00:00,2024-01-06 19:00:00,0
United Kingdom,GBR,2024-01-06 19:30:00,2024-01-06 19:30:00,0
United Kingdom,GBR,2024-01-06 20:00:00,2024-01-06 20:00:00,0
United Kingdom,GBR,2024-01-06 20:30:00,2024-01-06 20:30:00,0
United Kingdom,GBR,2024-01-06 21:00:00,2024-01-06 21:00:00,0
United Kingdom,GBR,2024-01-06 21:30:00,2024-01-06 21:30:00,0
United Kingdom,GBR,2024-01-06 22:00:00,2024-01-06 22:00:00,0
United Kingdom,GBR,2024-01-06 22:30:00,2024-01-06 22:30:00,0
United Kingdom,GBR,2024-01-06 23:00:00,2024-01-06 23:00:00,0
United Kingdom,GBR,2024-01-06 23:30:00,2024-01-06 23:30:00,0
United Kingdom,GBR,2024-01-07 00:00:00,2024-01-07 00:00:00,0
United Kingdom,GBR,2024-01-07 00:30:00,2024-01-07 00:30:00,0
United Kingdom,GBR,2024-01-07 01:00:00,2024-01-07 01:00:00,0
United Kingdom,GBR,2024-01-07 01:30:00,2024-01-07 01:30:00,0
United Kingdom,GBR,2024-01-07 02:00:00,2024-01-07 02:00:00,0
United Kingdom,GBR,2024-01-07 02:30:00,2024-01-07 02:30:00,0
United Kingdom,GBR,2024-01-07 03:00:00,2024-01-07 03:00:00,0
United Kingdom,GBR,2024-01-07 03:30:00,2024-01-07 03:30:00,0
United Kingdom,GBR,2024-01-07 04:00:00,2024-01-07 04:00:00,0
United Kingdom,GBR,2024-01-07 04:30:00,2024-01-07 04:30:00,0
United Kingdom,GBR,2024-01-07 05:00:00,2024-01-07 05:00:00,0
United Kingdom,GBR,2024-01-07 05:30:00,2024-01-07 05:30:00,0
United Kingdom,GBR,2024-01-07 06:00:00,2024-01-07 06:00:00,0
United Kingdom,GBR,2024-01-07 06:30:00,2024-01-07 06:30:00,0
United Kingdom,GBR,2024-01-07 07:00:00,2024-01-07 07:00:00,0
United Kingdom,GBR,2024-01-07 07:30:00,2024-01-07 07:30:00,0
United Kingdom,GBR,2024-01-07 08:00:00,2024-01-07 08:00:00,0
United Kingdom,GBR,2024-01-07 08:30:00,2024-01-07 08:30:00,0.000213
United Kingdom,GBR,2024-01-07 09:00:00,2024-01-07 09:00:00,0.016204
United Kingdom,GBR,2024-01-07 09:30:00,2024-01-07 09:30:00,0.0916
United Kingdom,GBR,2024-01-07 10:00:00,2024-01-07 10:00:00,0.178049
United Kingdom,GBR,2024-01-07 10:30:00,2024-01-07 10:30:00,0.277224
United Kingdom,GBR,2024-01-07 11:00:00,2024-01-07 11:00:00,0.329747
United Kingdom,GBR,2024-01-07 11:30:00,2024-01-07 11:30:00,0.389096
United Kingdom,GBR,2024-01-07 12:00:00,2024-01-07 12:00:00,0.404088
United Kingdom,GBR,2024-01-07 12:30:00,2024-01-07 12:30:00,0.405733
United Kingdom,GBR,2024-01-07 13:00:00,2024-01-07 13:00:00,0.357537
United Kingdom,GBR,2024-01-07 13:30:00,2024-01-07 13:30:00,0.299837
United Kingdom,GBR,2024-01-07 14:00:00,2024-01-07 14:00:00,0.249926
United Kingdom,GBR,2024-01-07 14:30:00,2024-01-07 14:30:00,0.194427
United Kingdom,GBR,2024-01-07 15:00:00,2024-01-07 15:00:00,0.136849
United Kingdom,GBR,2024-01-07 15:30:00,2024-01-07 15:30:00,0.053079
United Kingdom,GBR,2024-01-07 16:00:00,2024-01-07 16:00:00,0.009984
United Kingdom,GBR,2024-01-07 16:30:00,2024-01-07 16:30:00,0.000006
United Kingdom,GBR,2024-01-07 17:00:00,2024-01-07 17:00:00,0
United Kingdom,GBR,2024-01-07 17:30:00,2024-01-07 17:30:00,0
United Kingdom,GBR,2024-01-07 18:00:00,2024-01-07 18:00:00,0
United Kingdom,GBR,2024-01-07 18:30:00,2024-01-07 18:30:00,0
United Kingdom,GBR,2024-01-07 19:00:00,2024-01-07 19:00:00,0
United Kingdom,GBR,2024-01-07 19:30:00,2024-01-07 19:30:00,0
United Kingdom,GBR,2024-01-07 20:00:00,2024-01-07 20:00:00,0
United Kingdom,GBR,2024-01-07 20:30:00,2024-01-07 20:30:00,0
United Kingdom,GBR,2024-01-07 21:00:00,2024-01-07 21:00:00,0
United Kingdom,GBR,2024-01-07 21:30:00,2024-01-07 21:30:00,0
United Kingdom,GBR,2024-01-07 22:00:00,2024-01-07 22:00:00,0
United Kingdom,GBR,2024-01-07 22:30:00,2024-01-07 22:30:00,0
United Kingdom,GBR,2024-01-07 23:00:00,2024-01-07 23:00:00,0
United Kingdom,GBR,2024-01-07 23:30:00,2024-01-07 23:30:00,0
United Kingdom,GBR,2024-01-08 00:00:00,2024-01-08 00:00:00,0
United Kingdom,GBR,2024-01-08 00:30:00,2024-01-08 00:30:00,0
United Kingdom,GBR,2024-01-08 01:00:00,2024-01-08 01:00:00,0
United Kingdom,GBR,2024-01-08 01:30:00,2024-01-08 01:30:00,0
United Kingdom,GBR,2024-01-08 02:00:00,2024-01-08 02:00:00,0
United Kingdom,GBR,2024-01-08 02:30:00,2024-01-08 02:30:00,0
United Kingdom,GBR,2024-01-08 03:00:00,2024-01-08 03:00:00,0
United Kingdom,GBR,2024-01-08 03:30:00,2024-01-08 03:30:00,0
United Kingdom,GBR,2024-01-08 04:00:00,2024-01-08 04:00:00,0
United Kingdom,GBR,2024-01-08 04:30:00,2024-01-08 04:30:00,0
United Kingdom,GBR,2024-01-08 05:00:00,2024-01-08 05:00:00,0
United Kingdom,GBR,2024-01-08 05:30:00,2024-01-08 05:30:00,0
